+----------+-----------+-------------------+--------------+------+-------------------+-------------------+-------------------+-----------------------+------+----------------------------+----------------------------+----------------------------+----------------------+------+---------------------------+---------------------------+---------------------------+
| ca_state | cd_gender | cd_marital_status | cd_dep_count | cnt1 | avg(cd_dep_count) | max(cd_dep_count) | sum(cd_dep_count) | cd_dep_employed_count | cnt2 | avg(cd_dep_employed_count) | max(cd_dep_employed_count) | sum(cd_dep_employed_count) | cd_dep_college_count | cnt3 | avg(cd_dep_college_count) | max(cd_dep_college_count) | sum(cd_dep_college_count) |
+----------+-----------+-------------------+--------------+------+-------------------+-------------------+-------------------+-----------------------+------+----------------------------+----------------------------+----------------------------+----------------------+------+---------------------------+---------------------------+---------------------------+
|          | F         | D                 | 0            | 1    | 0.0               | 0                 | 0                 | 2                     | 1    | 2.0                        | 2                          | 2                          | 1                    | 1    | 1.0                       | 1                         | 1                         |
|          | F         | D                 | 0            | 1    | 0.0               | 0                 | 0                 | 2                     | 1    | 2.0                        | 2                          | 2                          | 6                    | 1    | 6.0                       | 6                         | 6                         |
|          | F         | D                 | 1            | 1    | 1.0               | 1                 | 1                 | 2                     | 1    | 2.0                        | 2                          | 2                          | 4                    | 1    | 4.0                       | 4                         | 4                         |
|          | F         | D                 | 1            | 1    | 1.0               | 1                 | 1                 | 4                     | 1    | 4.0                        | 4                          | 4                          | 6                    | 1    | 6.0                       | 6                         | 6                         |
|          | F         | D                 | 1            | 1    | 1.0               | 1                 | 1                 | 5                     | 1    | 5.0                        | 5                          | 5                          | 5                    | 1    | 5.0                       | 5                         | 5                         |
|          | F         | D                 | 2            | 1    | 2.0               | 2                 | 2                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 0                    | 1    | 0.0                       | 0                         | 0                         |
|          | F         | D                 | 2            | 1    | 2.0               | 2                 | 2                 | 4                     | 1    | 4.0                        | 4                          | 4                          | 5                    | 1    | 5.0                       | 5                         | 5                         |
|          | F         | D                 | 3            | 1    | 3.0               | 3                 | 3                 | 2                     | 1    | 2.0                        | 2                          | 2                          | 2                    | 1    | 2.0                       | 2                         | 2                         |
|          | F         | D                 | 3            | 1    | 3.0               | 3                 | 3                 | 4                     | 1    | 4.0                        | 4                          | 4                          | 6                    | 1    | 6.0                       | 6                         | 6                         |
|          | F         | D                 | 4            | 1    | 4.0               | 4                 | 4                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | D                 | 4            | 1    | 4.0               | 4                 | 4                 | 3                     | 1    | 3.0                        | 3                          | 3                          | 1                    | 1    | 1.0                       | 1                         | 1                         |
|          | F         | D                 | 4            | 1    | 4.0               | 4                 | 4                 | 6                     | 1    | 6.0                        | 6                          | 6                          | 4                    | 1    | 4.0                       | 4                         | 4                         |
|          | F         | D                 | 4            | 1    | 4.0               | 4                 | 4                 | 6                     | 1    | 6.0                        | 6                          | 6                          | 6                    | 1    | 6.0                       | 6                         | 6                         |
|          | F         | D                 | 5            | 1    | 5.0               | 5                 | 5                 | 4                     | 1    | 4.0                        | 4                          | 4                          | 0                    | 1    | 0.0                       | 0                         | 0                         |
|          | F         | D                 | 5            | 1    | 5.0               | 5                 | 5                 | 6                     | 1    | 6.0                        | 6                          | 6                          | 2                    | 1    | 2.0                       | 2                         | 2                         |
|          | F         | D                 | 6            | 1    | 6.0               | 6                 | 6                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 4                    | 1    | 4.0                       | 4                         | 4                         |
|          | F         | D                 | 6            | 1    | 6.0               | 6                 | 6                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 5                    | 1    | 5.0                       | 5                         | 5                         |
|          | F         | M                 | 0            | 1    | 0.0               | 0                 | 0                 | 0                     | 1    | 0.0                        | 0                          | 0                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | M                 | 0            | 1    | 0.0               | 0                 | 0                 | 2                     | 1    | 2.0                        | 2                          | 2                          | 1                    | 1    | 1.0                       | 1                         | 1                         |
|          | F         | M                 | 1            | 1    | 1.0               | 1                 | 1                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 0                    | 1    | 0.0                       | 0                         | 0                         |
|          | F         | M                 | 1            | 1    | 1.0               | 1                 | 1                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 6                    | 1    | 6.0                       | 6                         | 6                         |
|          | F         | M                 | 1            | 1    | 1.0               | 1                 | 1                 | 3                     | 1    | 3.0                        | 3                          | 3                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | M                 | 1            | 1    | 1.0               | 1                 | 1                 | 4                     | 1    | 4.0                        | 4                          | 4                          | 4                    | 1    | 4.0                       | 4                         | 4                         |
|          | F         | M                 | 2            | 1    | 2.0               | 2                 | 2                 | 4                     | 1    | 4.0                        | 4                          | 4                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | M                 | 2            | 1    | 2.0               | 2                 | 2                 | 6                     | 1    | 6.0                        | 6                          | 6                          | 2                    | 1    | 2.0                       | 2                         | 2                         |
|          | F         | M                 | 3            | 1    | 3.0               | 3                 | 3                 | 4                     | 1    | 4.0                        | 4                          | 4                          | 5                    | 1    | 5.0                       | 5                         | 5                         |
|          | F         | M                 | 4            | 1    | 4.0               | 4                 | 4                 | 5                     | 1    | 5.0                        | 5                          | 5                          | 5                    | 1    | 5.0                       | 5                         | 5                         |
|          | F         | M                 | 5            | 1    | 5.0               | 5                 | 5                 | 0                     | 1    | 0.0                        | 0                          | 0                          | 0                    | 1    | 0.0                       | 0                         | 0                         |
|          | F         | M                 | 5            | 1    | 5.0               | 5                 | 5                 | 2                     | 1    | 2.0                        | 2                          | 2                          | 4                    | 1    | 4.0                       | 4                         | 4                         |
|          | F         | M                 | 6            | 1    | 6.0               | 6                 | 6                 | 4                     | 1    | 4.0                        | 4                          | 4                          | 5                    | 1    | 5.0                       | 5                         | 5                         |
|          | F         | M                 | 6            | 1    | 6.0               | 6                 | 6                 | 5                     | 1    | 5.0                        | 5                          | 5                          | 5                    | 1    | 5.0                       | 5                         | 5                         |
|          | F         | S                 | 0            | 1    | 0.0               | 0                 | 0                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | S                 | 0            | 1    | 0.0               | 0                 | 0                 | 2                     | 1    | 2.0                        | 2                          | 2                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | S                 | 0            | 1    | 0.0               | 0                 | 0                 | 3                     | 1    | 3.0                        | 3                          | 3                          | 6                    | 1    | 6.0                       | 6                         | 6                         |
|          | F         | S                 | 0            | 1    | 0.0               | 0                 | 0                 | 5                     | 1    | 5.0                        | 5                          | 5                          | 1                    | 1    | 1.0                       | 1                         | 1                         |
|          | F         | S                 | 1            | 1    | 1.0               | 1                 | 1                 | 2                     | 1    | 2.0                        | 2                          | 2                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | S                 | 2            | 1    | 2.0               | 2                 | 2                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 2                    | 1    | 2.0                       | 2                         | 2                         |
|          | F         | S                 | 2            | 1    | 2.0               | 2                 | 2                 | 3                     | 1    | 3.0                        | 3                          | 3                          | 4                    | 1    | 4.0                       | 4                         | 4                         |
|          | F         | S                 | 2            | 1    | 2.0               | 2                 | 2                 | 6                     | 1    | 6.0                        | 6                          | 6                          | 4                    | 1    | 4.0                       | 4                         | 4                         |
|          | F         | S                 | 3            | 1    | 3.0               | 3                 | 3                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 1                    | 1    | 1.0                       | 1                         | 1                         |
|          | F         | S                 | 3            | 1    | 3.0               | 3                 | 3                 | 3                     | 1    | 3.0                        | 3                          | 3                          | 0                    | 1    | 0.0                       | 0                         | 0                         |
|          | F         | S                 | 3            | 1    | 3.0               | 3                 | 3                 | 3                     | 1    | 3.0                        | 3                          | 3                          | 1                    | 1    | 1.0                       | 1                         | 1                         |
|          | F         | S                 | 3            | 1    | 3.0               | 3                 | 3                 | 4                     | 1    | 4.0                        | 4                          | 4                          | 0                    | 1    | 0.0                       | 0                         | 0                         |
|          | F         | S                 | 3            | 1    | 3.0               | 3                 | 3                 | 5                     | 1    | 5.0                        | 5                          | 5                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | S                 | 3            | 1    | 3.0               | 3                 | 3                 | 5                     | 1    | 5.0                        | 5                          | 5                          | 5                    | 1    | 5.0                       | 5                         | 5                         |
|          | F         | S                 | 3            | 1    | 3.0               | 3                 | 3                 | 6                     | 1    | 6.0                        | 6                          | 6                          | 6                    | 1    | 6.0                       | 6                         | 6                         |
|          | F         | S                 | 4            | 1    | 4.0               | 4                 | 4                 | 2                     | 1    | 2.0                        | 2                          | 2                          | 2                    | 1    | 2.0                       | 2                         | 2                         |
|          | F         | S                 | 6            | 1    | 6.0               | 6                 | 6                 | 0                     | 1    | 0.0                        | 0                          | 0                          | 0                    | 1    | 0.0                       | 0                         | 0                         |
|          | F         | S                 | 6            | 1    | 6.0               | 6                 | 6                 | 5                     | 1    | 5.0                        | 5                          | 5                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | U                 | 1            | 1    | 1.0               | 1                 | 1                 | 6                     | 1    | 6.0                        | 6                          | 6                          | 5                    | 1    | 5.0                       | 5                         | 5                         |
|          | F         | U                 | 2            | 1    | 2.0               | 2                 | 2                 | 6                     | 1    | 6.0                        | 6                          | 6                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | U                 | 3            | 1    | 3.0               | 3                 | 3                 | 3                     | 1    | 3.0                        | 3                          | 3                          | 6                    | 1    | 6.0                       | 6                         | 6                         |
|          | F         | U                 | 5            | 1    | 5.0               | 5                 | 5                 | 3                     | 1    | 3.0                        | 3                          | 3                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | U                 | 6            | 1    | 6.0               | 6                 | 6                 | 5                     | 1    | 5.0                        | 5                          | 5                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | U                 | 6            | 1    | 6.0               | 6                 | 6                 | 6                     | 1    | 6.0                        | 6                          | 6                          | 0                    | 1    | 0.0                       | 0                         | 0                         |
|          | F         | W                 | 0            | 1    | 0.0               | 0                 | 0                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
|          | F         | W                 | 0            | 1    | 0.0               | 0                 | 0                 | 4                     | 1    | 4.0                        | 4                          | 4                          | 5                    | 1    | 5.0                       | 5                         | 5                         |
|          | F         | W                 | 0            | 1    | 0.0               | 0                 | 0                 | 5                     | 1    | 5.0                        | 5                          | 5                          | 1                    | 1    | 1.0                       | 1                         | 1                         |
|          | F         | W                 | 0            | 1    | 0.0               | 0                 | 0                 | 6                     | 1    | 6.0                        | 6                          | 6                          | 4                    | 1    | 4.0                       | 4                         | 4                         |
