+-----------------+------------------------------+------------+----------+------------+
| channel         | id                           | sales      | returns  | profit     |
+-----------------+------------------------------+------------+----------+------------+
| catalog channel | catalog_pageAAAAAAAAAABAAAAA | 968250.64  | 70.95    | -86520.58  |
| catalog channel | catalog_pageAAAAAAAAAACAAAAA | 0.00       | 718.98   | -544.49    |
| catalog channel | catalog_pageAAAAAAAAAADAAAAA | 175718.89  | 2718.60  | -10819.40  |
| catalog channel | catalog_pageAAAAAAAAABAAAAAA | 0.00       | 75714.92 | -40842.00  |
| catalog channel | catalog_pageAAAAAAAAABBAAAAA | 810196.40  | 1851.07  | -45983.66  |
| catalog channel | catalog_pageAAAAAAAAABCAAAAA | 0.00       | 1765.43  | -1397.70   |
| catalog channel | catalog_pageAAAAAAAAABDAAAAA | 744448.61  | 0.00     | -42607.04  |
| catalog channel | catalog_pageAAAAAAAAACAAAAAA | 0.00       | 24961.89 | -11898.22  |
| catalog channel | catalog_pageAAAAAAAAACBAAAAA | 983141.27  | 194.49   | -146172.47 |
| catalog channel | catalog_pageAAAAAAAAACDAAAAA | 754915.87  | 0.00     | -55059.05  |
| catalog channel | catalog_pageAAAAAAAAADAAAAAA | 0.00       | 59668.42 | -27125.96  |
| catalog channel | catalog_pageAAAAAAAAADBAAAAA | 834442.89  | 4230.96  | -96776.61  |
| catalog channel | catalog_pageAAAAAAAAADCAAAAA | 0.00       | 736.50   | -648.90    |
| catalog channel | catalog_pageAAAAAAAAADDAAAAA | 631101.53  | 0.00     | -104222.73 |
| catalog channel | catalog_pageAAAAAAAAAEAAAAAA | 0.00       | 65032.33 | -32299.08  |
| catalog channel | catalog_pageAAAAAAAAAEBAAAAA | 787047.41  | 821.54   | -124584.30 |
| catalog channel | catalog_pageAAAAAAAAAEDAAAAA | 652891.58  | 0.00     | -71799.90  |
| catalog channel | catalog_pageAAAAAAAAAFAAAAAA | 0.00       | 59721.14 | -30035.13  |
| catalog channel | catalog_pageAAAAAAAAAFBAAAAA | 0.00       | 1030.22  | -1264.99   |
| catalog channel | catalog_pageAAAAAAAAAFCAAAAA | 0.00       | 1377.48  | -2771.27   |
| catalog channel | catalog_pageAAAAAAAAAFDAAAAA | 617964.09  | 0.00     | -67242.10  |
| catalog channel | catalog_pageAAAAAAAAAGAAAAAA | 0.00       | 39121.74 | -26243.59  |
| catalog channel | catalog_pageAAAAAAAAAGBAAAAA | 0.00       | 9072.93  | -10773.82  |
| catalog channel | catalog_pageAAAAAAAAAGDAAAAA | 674109.42  | 0.00     | -38217.72  |
| catalog channel | catalog_pageAAAAAAAAAHAAAAAA | 1813766.04 | 27622.77 | -216401.82 |
| catalog channel | catalog_pageAAAAAAAAAHBAAAAA | 0.00       | 822.70   | -245.04    |
| catalog channel | catalog_pageAAAAAAAAAHCAAAAA | 0.00       | 116.80   | -335.33    |
| catalog channel | catalog_pageAAAAAAAAAHDAAAAA | 730166.27  | 0.00     | -98043.74  |
| catalog channel | catalog_pageAAAAAAAAAIAAAAAA | 1961662.70 | 4029.59  | -130659.00 |
| catalog channel | catalog_pageAAAAAAAAAIBAAAAA | 0.00       | 2324.43  | -3783.21   |
| catalog channel | catalog_pageAAAAAAAAAICAAAAA | 0.00       | 2730.83  | -3396.23   |
| catalog channel | catalog_pageAAAAAAAAAJAAAAAA | 1894027.02 | 10649.01 | -77095.17  |
| catalog channel | catalog_pageAAAAAAAAAJBAAAAA | 0.00       | 774.07   | -252.54    |
| catalog channel | catalog_pageAAAAAAAAAKAAAAAA | 1907018.37 | 20572.94 | -262266.27 |
| catalog channel | catalog_pageAAAAAAAAAKCAAAAA | 152378.33  | 0.00     | -23604.19  |
| catalog channel | catalog_pageAAAAAAAAALAAAAAA | 1714101.94 | 6967.23  | -225163.20 |
| catalog channel | catalog_pageAAAAAAAAALBAAAAA | 0.00       | 8341.69  | -2335.16   |
| catalog channel | catalog_pageAAAAAAAAALCAAAAA | 227757.56  | 0.00     | -51144.04  |
| catalog channel | catalog_pageAAAAAAAAAMAAAAAA | 1767801.56 | 14309.54 | -188639.18 |
| catalog channel | catalog_pageAAAAAAAAAMBAAAAA | 0.00       | 2763.33  | -1880.76   |
| catalog channel | catalog_pageAAAAAAAAAMCAAAAA | 165598.18  | 0.00     | 2523.79    |
| catalog channel | catalog_pageAAAAAAAAANAAAAAA | 1681318.31 | 6240.03  | -225121.22 |
| catalog channel | catalog_pageAAAAAAAAANBAAAAA | 0.00       | 326.34   | -124.42    |
| catalog channel | catalog_pageAAAAAAAAANCAAAAA | 150946.51  | 1893.13  | -24465.50  |
| catalog channel | catalog_pageAAAAAAAAAOAAAAAA | 887359.94  | 16872.74 | -67057.23  |
| catalog channel | catalog_pageAAAAAAAAAOBAAAAA | 0.00       | 173.52   | -609.84    |
| catalog channel | catalog_pageAAAAAAAAAOCAAAAA | 143391.55  | 3463.81  | -54436.40  |
