+----------------+-----------+-------+---------------+---------------+----------------+-----------+-------+---------------+---------------+
| w_warehouse_sk | i_item_sk | d_moy | mean          | cov           | w_warehouse_sk | i_item_sk | d_moy | mean          | cov           |
+----------------+-----------+-------+---------------+---------------+----------------+-----------+-------+---------------+---------------+
| 1              | 392       | 4     | 274.2         | 1.07645151646 | 1              | 392       | 5     | 462.0         | 1.08061347965 |
| 1              | 958       | 4     | 413.0         | 1.07688450945 | 1              | 958       | 5     | 322.75        | 1.35458666014 |
| 1              | 2590      | 4     | 394.2         | 1.07261458182 | 1              | 2590      | 5     | 308.25        | 1.25179427544 |
| 1              | 2830      | 4     | 362.2         | 1.03798924707 | 1              | 2830      | 5     | 389.75        | 1.09334230659 |
| 1              | 4318      | 4     | 239.4         | 1.44436387158 | 1              | 4318      | 5     | 194.25        | 1.01840653908 |
| 1              | 4756      | 4     | 300.8         | 1.01779338333 | 1              | 4756      | 5     | 211.0         | 1.20246596427 |
| 1              | 4832      | 4     | 279.75        | 1.07156109665 | 1              | 4832      | 5     | 129.333333333 | 1.31963796618 |
| 1              | 4864      | 4     | 180.4         | 1.27066306063 | 1              | 4864      | 5     | 235.0         | 1.03958181282 |
| 1              | 5038      | 4     | 456.75        | 1.02372940381 | 1              | 5038      | 5     | 293.0         | 1.3565569043  |
| 1              | 5740      | 4     | 309.0         | 1.24324366373 | 1              | 5740      | 5     | 345.0         | 1.23957361343 |
| 1              | 6589      | 4     | 317.6         | 1.06323358763 | 1              | 6589      | 5     | 373.75        | 1.11787471979 |
| 1              | 7135      | 4     | 349.0         | 1.05056438157 | 1              | 7135      | 5     | 424.25        | 1.08725706947 |
| 1              | 9976      | 4     | 283.4         | 1.25371101899 | 1              | 9976      | 5     | 457.5         | 1.03890613042 |
| 1              | 10012     | 4     | 169.0         | 1.21767039598 | 1              | 10012     | 5     | 211.666666667 | 1.07332857228 |
| 1              | 10906     | 4     | 99.0          | 1.18943414974 | 1              | 10906     | 5     | 286.25        | 1.17618934223 |
| 1              | 11248     | 4     | 321.2         | 1.07648902555 | 1              | 11248     | 5     | 263.5         | 1.06855889087 |
| 1              | 12001     | 4     | 329.25        | 1.1833684767  | 1              | 12001     | 5     | 240.5         | 1.17960606668 |
| 1              | 12235     | 4     | 390.75        | 1.05136850828 | 1              | 12235     | 5     | 338.5         | 1.26791823626 |
| 1              | 13402     | 4     | 332.8         | 1.00072367289 | 1              | 13402     | 5     | 400.0         | 1.15620337744 |
| 1              | 13846     | 4     | 109.8         | 1.19835731951 | 1              | 13846     | 5     | 292.0         | 1.06278109657 |
| 1              | 14614     | 4     | 392.0         | 1.02315955593 | 1              | 14614     | 5     | 404.666666667 | 1.21629338594 |
| 1              | 15880     | 4     | 351.25        | 1.29747408348 | 1              | 15880     | 5     | 246.5         | 1.13934810208 |
| 1              | 15922     | 4     | 336.4         | 1.14859157479 | 1              | 15922     | 5     | 366.5         | 1.04128076776 |
| 1              | 17128     | 4     | 335.25        | 1.19645915257 | 1              | 17128     | 5     | 325.5         | 1.04951230858 |
| 1              | 19795     | 4     | 345.6         | 1.0810217714  | 1              | 19795     | 5     | 303.0         | 1.01785445678 |
| 1              | 19846     | 4     | 400.5         | 1.04374416236 | 1              | 19846     | 5     | 292.75        | 1.43858973091 |
| 1              | 20527     | 4     | 404.8         | 1.04280091559 | 1              | 20527     | 5     | 235.0         | 1.15544257011 |
| 1              | 20672     | 4     | 228.2         | 1.14827206219 | 1              | 20672     | 5     | 322.0         | 1.27484755751 |
| 1              | 21010     | 4     | 347.25        | 1.00844136094 | 1              | 21010     | 5     | 477.75        | 1.02476405728 |
| 1              | 21193     | 4     | 318.6         | 1.21985394934 | 1              | 21193     | 5     | 417.25        | 1.08398021213 |
| 1              | 21902     | 4     | 320.0         | 1.10291915572 | 1              | 21902     | 5     | 255.0         | 1.1100117591  |
| 1              | 22945     | 4     | 381.0         | 1.0983115179  | 1              | 22945     | 5     | 386.25        | 1.07086108846 |
| 1              | 23200     | 4     | 275.0         | 1.25521457782 | 1              | 23200     | 5     | 296.75        | 1.19598581668 |
| 1              | 23479     | 4     | 336.0         | 1.18651312077 | 1              | 23479     | 5     | 359.75        | 1.08165387053 |
| 1              | 24334     | 4     | 384.6         | 1.03274645074 | 1              | 24334     | 5     | 334.0         | 1.05408782888 |
| 1              | 24538     | 4     | 407.4         | 1.01604998426 | 1              | 24538     | 5     | 355.0         | 1.14896777976 |
| 1              | 25022     | 4     | 240.2         | 1.64830651491 | 1              | 25022     | 5     | 288.0         | 1.04271166719 |
| 1              | 25390     | 4     | 407.25        | 1.09182985142 | 1              | 25390     | 5     | 252.0         | 1.36943672103 |
| 1              | 25837     | 4     | 311.0         | 1.1119824634  | 1              | 25837     | 5     | 458.0         | 1.01921964902 |
| 1              | 26920     | 4     | 289.8         | 1.17545711434 | 1              | 26920     | 5     | 387.5         | 1.02431676509 |
| 1              | 27016     | 4     | 248.8         | 1.2550443086  | 1              | 27016     | 5     | 503.25        | 1.04455036133 |
| 1              | 27124     | 4     | 330.6         | 1.18232209184 | 1              | 27124     | 5     | 311.75        | 1.2613105899  |
| 1              | 27451     | 4     | 360.5         | 1.03732560264 | 1              | 27451     | 5     | 228.0         | 1.12733234627 |
| 1              | 27763     | 4     | 365.6         | 1.06959655018 | 1              | 27763     | 5     | 400.0         | 1.30107647738 |
| 1              | 29929     | 4     | 326.0         | 1.023630249   | 1              | 29929     | 5     | 375.0         | 1.12722116532 |
| 1              | 30667     | 4     | 327.5         | 1.03887866706 | 1              | 30667     | 5     | 258.0         | 1.32698031266 |
| 1              | 32539     | 4     | 197.4         | 1.41789050737 | 1              | 32539     | 5     | 380.666666667 | 1.03137384847 |
| 1              | 34147     | 4     | 223.5         | 1.32859288732 | 1              | 34147     | 5     | 236.666666667 | 1.03790107579 |
| 1              | 38066     | 4     | 289.4         | 1.38729311427 | 1              | 38066     | 5     | 154.25        | 1.06392532304 |
| 1              | 38860     | 4     | 273.6         | 1.0652173849  | 1              | 38860     | 5     | 285.0         | 1.10870530557 |
| 1              | 39019     | 4     | 273.2         | 1.11567614599 | 1              | 39019     | 5     | 343.0         | 1.05281861889 |
