+----------+-----------+-------------------+--------------+------+-------------------+-------------------+-------------------+-----------------------+------+----------------------------+----------------------------+----------------------------+----------------------+------+---------------------------+---------------------------+---------------------------+
| ca_state | cd_gender | cd_marital_status | cd_dep_count | cnt1 | avg(cd_dep_count) | max(cd_dep_count) | sum(cd_dep_count) | cd_dep_employed_count | cnt2 | avg(cd_dep_employed_count) | max(cd_dep_employed_count) | sum(cd_dep_employed_count) | cd_dep_college_count | cnt3 | avg(cd_dep_college_count) | max(cd_dep_college_count) | sum(cd_dep_college_count) |
+----------+-----------+-------------------+--------------+------+-------------------+-------------------+-------------------+-----------------------+------+----------------------------+----------------------------+----------------------------+----------------------+------+---------------------------+---------------------------+---------------------------+
| AK       | F         | D                 | 0            | 1    | 0.0               | 0                 | 0                 | 0                     | 1    | 0.0                        | 0                          | 0                          | 0                    | 1    | 0.0                       | 0                         | 0                         |
| AK       | F         | D                 | 0            | 1    | 0.0               | 0                 | 0                 | 0                     | 1    | 0.0                        | 0                          | 0                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
| AK       | F         | D                 | 0            | 1    | 0.0               | 0                 | 0                 | 0                     | 1    | 0.0                        | 0                          | 0                          | 5                    | 1    | 5.0                       | 5                         | 5                         |
| AK       | F         | D                 | 0            | 2    | 0.0               | 0                 | 0                 | 1                     | 2    | 1.0                        | 1                          | 2                          | 1                    | 2    | 1.0                       | 1                         | 2                         |
| AK       | F         | D                 | 0            | 1    | 0.0               | 0                 | 0                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 2                    | 1    | 2.0                       | 2                         | 2                         |
| AK       | F         | D                 | 0            | 1    | 0.0               | 0                 | 0                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 3                    | 1    | 3.0                       | 3                         | 3                         |
| AK       | F         | D                 | 0            | 1    | 0.0               | 0                 | 0                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 4                    | 1    | 4.0                       | 4                         | 4                         |
| AK       | F         | D                 | 0            | 1    | 0.0               | 0                 | 0                 | 1                     | 1    | 1.0                        | 1                          | 1                          | 5                    | 1    | 5.0                       | 5                         | 5                         |
| AK       | F         | D                 | 0            | 1    | 0.0               | 0                 | 0                 | 2                     | 1    | 2.0                        | 2                          | 2                          | 0                    | 1    | 0.0                       | 0                         | 0                         |
