+---------------+------------------+-------------+-------------------------+-------------------------+-------------------------+-------------------------+-------------------------+-------------------------+-------------------------+
| s_store_name1 | s_store_id1      | d_week_seq1 | sun_sales1 / sun_sales2 | mon_sales1 / mon_sales2 | tue_sales1 / tue_sales2 | wed_sales1 / wed_sales2 | thu_sales1 / thu_sales2 | fri_sales1 / fri_sales2 | sat_sales1 / sat_sales2 |
+---------------+------------------+-------------+-------------------------+-------------------------+-------------------------+-------------------------+-------------------------+-------------------------+-------------------------+
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5153        | NULL                    | NULL                    | NULL                    | 1.435130                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5154        | NULL                    | NULL                    | NULL                    | 1.014265                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5154        | NULL                    | NULL                    | NULL                    | 1.014265                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5154        | NULL                    | NULL                    | NULL                    | 1.014265                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5154        | NULL                    | NULL                    | NULL                    | 1.014265                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5154        | NULL                    | NULL                    | NULL                    | 1.014265                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5154        | NULL                    | NULL                    | NULL                    | 1.014265                | NULL                    | NULL                    | NULL                    |
| able          | AAAAAAAAACAAAAAA | 5154        | NULL                    | NULL                    | NULL                    | 1.014265                | NULL                    | NULL                    | NULL                    |
